sample_id,municipality_code,prefecture,municipality_name,layer,population_category,region_block,official_site_url,top_page_url,contact_page_url,service_page_url,hub_page_url,article_page_url,selection_reason,notes
S0217,302066,和歌山県,田辺市,municipality,C,kinki,https://www.city.tanabe.lg.jp/,,,,,,regional_balance,人口約7万
S0218,242098,三重県,尾鷲市,municipality,D,kinki,https://www.city.owase.lg.jp/,,,,,,rural_representative,過疎地域
S0219,264636,京都府,伊根町,municipality,D,kinki,https://www.town.ine.kyoto.jp/,,,,,,rural_representative,舟屋の里
S0220,272329,大阪府,千早赤阪村,municipality,D,kinki,https://www.vill.chihayaakasaka.osaka.jp/,,,,,,rural_representative,大阪唯一の村
S0221,282286,兵庫県,淡路市,municipality,D,kinki,https://www.city.awaji.lg.jp/,,,,,,island_municipality,離島・淡路島
S0222,294250,奈良県,十津川村,municipality,D,kinki,https://www.vill.totsukawa.lg.jp/,,,,,,rural_representative,日本最大面積の村
S0223,294411,奈良県,野迫川村,municipality,D,kinki,https://www.vill.nosegawa.nara.jp/,,,,,,rural_representative,過疎地域
S0224,304271,和歌山県,北山村,municipality,D,kinki,https://www.vill.kitayama.wakayama.jp/,,,,,,rural_representative,飛び地の村
S0225,304247,和歌山県,古座川町,municipality,D,kinki,https://www.town.kozagawa.wakayama.jp/,,,,,,rural_representative,過疎地域
S0226,331007,岡山県,岡山市,municipality,A,chugoku,https://www.city.okayama.jp/,,,,,,designated_city,政令指定都市
S0227,341002,広島県,広島市,municipality,A,chugoku,https://www.city.hiroshima.lg.jp/,,,,,,designated_city,政令指定都市
S0228,312011,鳥取県,鳥取市,municipality,B,chugoku,https://www.city.tottori.lg.jp/,,,,,,core_city,中核市・県庁所在地
S0229,322016,島根県,松江市,municipality,B,chugoku,https://www.city.matsue.shimane.jp/,,,,,,core_city,中核市・県庁所在地
S0230,332020,岡山県,倉敷市,municipality,B,chugoku,https://www.city.kurashiki.okayama.jp/,,,,,,core_city,中核市
S0231,342076,広島県,福山市,municipality,B,chugoku,https://www.city.fukuyama.hiroshima.jp/,,,,,,core_city,中核市
S0232,342025,広島県,呉市,municipality,B,chugoku,https://www.city.kure.lg.jp/,,,,,,core_city,中核市
S0233,352012,山口県,下関市,municipality,B,chugoku,https://www.city.shimonoseki.lg.jp/,,,,,,core_city,中核市
S0234,352039,山口県,山口市,municipality,C,chugoku,https://www.city.yamaguchi.lg.jp/,,,,,,prefecture_capital,県庁所在地
S0235,312029,鳥取県,米子市,municipality,C,chugoku,https://www.city.yonago.lg.jp/,,,,,,regional_balance,人口約14万
S0236,322032,島根県,出雲市,municipality,C,chugoku,https://www.city.izumo.shimane.jp/,,,,,,regional_balance,人口約17万
S0237,332038,岡山県,津山市,municipality,C,chugoku,https://www.city.tsuyama.lg.jp/,,,,,,regional_balance,人口約9万
S0238,342122,広島県,東広島市,municipality,C,chugoku,https://www.city.higashihiroshima.lg.jp/,,,,,,population_top,人口約19万
S0239,342050,広島県,尾道市,municipality,C,chugoku,https://www.city.onomichi.hiroshima.jp/,,,,,,regional_balance,人口約12万
S0240,352152,山口県,周南市,municipality,C,chugoku,https://www.city.shunan.lg.jp/,,,,,,regional_balance,人口約13万
S0241,352063,山口県,防府市,municipality,C,chugoku,https://www.city.hofu.yamaguchi.jp/,,,,,,regional_balance,人口約11万
S0242,325287,島根県,隠岐の島町,municipality,D,chugoku,https://www.town.okinoshima.shimane.jp/,,,,,,island_municipality,離島
S0243,323438,島根県,奥出雲町,municipality,D,chugoku,https://www.town.okuizumo.shimane.jp/,,,,,,rural_representative,過疎地域
S0244,335860,岡山県,新庄村,municipality,D,chugoku,https://www.vill.shinjo.okayama.jp/,,,,,,rural_representative,日本一小さな村
S0245,345458,広島県,神石高原町,municipality,D,chugoku,https://www.jinsekikogen.jp/,,,,,,rural_representative,過疎地域
S0246,355020,山口県,阿武町,municipality,D,chugoku,https://www.town.abu.lg.jp/,,,,,,rural_representative,過疎地域
S0247,324485,島根県,美郷町,municipality,D,chugoku,https://www.town.shimane-misato.lg.jp/,,,,,,rural_representative,過疎地域
S0248,362018,徳島県,徳島市,municipality,B,shikoku,https://www.city.tokushima.tokushima.jp/,,,,,,core_city,中核市・県庁所在地
S0249,372013,香川県,高松市,municipality,B,shikoku,https://www.city.takamatsu.kagawa.jp/,,,,,,core_city,中核市・県庁所在地
S0250,382019,愛媛県,松山市,municipality,B,shikoku,https://www.city.matsuyama.ehime.jp/,,,,,,core_city,中核市・県庁所在地
S0251,392014,高知県,高知市,municipality,B,shikoku,https://www.city.kochi.kochi.jp/,,,,,,core_city,中核市・県庁所在地
S0252,382027,愛媛県,今治市,municipality,C,shikoku,https://www.city.imabari.ehime.jp/,,,,,,regional_balance,人口約15万
S0253,382035,愛媛県,新居浜市,municipality,C,shikoku,https://www.city.niihama.lg.jp/,,,,,,regional_balance,人口約11万
S0254,372021,香川県,丸亀市,municipality,C,shikoku,https://www.city.marugame.lg.jp/,,,,,,regional_balance,人口約11万
S0255,372030,香川県,坂出市,municipality,C,shikoku,https://www.city.sakaide.lg.jp/,,,,,,regional_balance,人口約5万
S0256,362026,徳島県,鳴門市,municipality,C,shikoku,https://www.city.naruto.tokushima.jp/,,,,,,regional_balance,人口約5万
S0257,392049,高知県,南国市,municipality,D,shikoku,https://www.city.nankoku.lg.jp/,,,,,,regional_balance,人口約4万
S0258,392103,高知県,四万十市,municipality,D,shikoku,https://www.city.shimanto.lg.jp/,,,,,,rural_representative,人口約3万
S0259,362085,徳島県,三好市,municipality,D,shikoku,https://www.city-miyoshi.jp/,,,,,,rural_representative,人口約2万
S0260,383562,愛媛県,上島町,municipality,D,shikoku,https://www.town.kamijima.lg.jp/,,,,,,island_municipality,離島
S0261,373249,香川県,直島町,municipality,D,shikoku,https://www.town.naoshima.lg.jp/,,,,,,island_municipality,離島・現代アート
S0262,393444,高知県,大豊町,municipality,D,shikoku,https://www.town.otoyo.kochi.jp/,,,,,,rural_representative,過疎地域
S0263,393061,高知県,馬路村,municipality,D,shikoku,https://www.vill.umaji.kochi.jp/,,,,,,rural_representative,過疎地域
S0264,401005,福岡県,北九州市,municipality,A,kyushu_okinawa,https://www.city.kitakyushu.lg.jp/,,,,,,designated_city,政令指定都市
S0265,401307,福岡県,福岡市,municipality,A,kyushu_okinawa,https://www.city.fukuoka.lg.jp/,,,,,,designated_city,政令指定都市
S0266,431001,熊本県,熊本市,municipality,A,kyushu_okinawa,https://www.city.kumamoto.jp/,,,,,,designated_city,政令指定都市
S0267,402036,福岡県,久留米市,municipality,B,kyushu_okinawa,https://www.city.kurume.fukuoka.jp/,,,,,,core_city,中核市
S0268,422011,長崎県,長崎市,municipality,B,kyushu_okinawa,https://www.city.nagasaki.lg.jp/,,,,,,core_city,中核市・県庁所在地
S0269,422029,長崎県,佐世保市,municipality,B,kyushu_okinawa,https://www.city.sasebo.lg.jp/,,,,,,core_city,中核市
S0270,442011,大分県,大分市,municipality,B,kyushu_okinawa,https://www.city.oita.oita.jp/,,,,,,core_city,中核市・県庁所在地
S0271,452017,宮崎県,宮崎市,municipality,B,kyushu_okinawa,https://www.city.miyazaki.miyazaki.jp/,,,,,,core_city,中核市・県庁所在地
S0272,462012,鹿児島県,鹿児島市,municipality,B,kyushu_okinawa,https://www.city.kagoshima.lg.jp/,,,,,,core_city,中核市・県庁所在地
S0273,472018,沖縄県,那覇市,municipality,B,kyushu_okinawa,https://www.city.naha.okinawa.jp/,,,,,,core_city,中核市・県庁所在地
S0274,412015,佐賀県,佐賀市,municipality,C,kyushu_okinawa,https://www.city.saga.lg.jp/,,,,,,prefecture_capital,県庁所在地
S0275,402052,福岡県,飯塚市,municipality,C,kyushu_okinawa,https://www.city.iizuka.lg.jp/,,,,,,regional_balance,人口約12万
S0276,402028,福岡県,大牟田市,municipality,C,kyushu_okinawa,https://www.city.omuta.lg.jp/,,,,,,regional_balance,人口約10万
S0277,402176,福岡県,春日市,municipality,C,kyushu_okinawa,https://www.city.kasuga.fukuoka.jp/,,,,,,regional_balance,人口約11万
S0278,402184,福岡県,筑紫野市,municipality,C,kyushu_okinawa,https://www.city.chikushino.fukuoka.jp/,,,,,,regional_balance,人口約10万
S0279,412023,佐賀県,唐津市,municipality,C,kyushu_okinawa,https://www.city.karatsu.lg.jp/,,,,,,regional_balance,人口約11万
S0280,422045,長崎県,諫早市,municipality,C,kyushu_okinawa,https://www.city.isahaya.nagasaki.jp/,,,,,,regional_balance,人口約13万
S0281,432024,熊本県,八代市,municipality,C,kyushu_okinawa,https://www.city.yatsushiro.lg.jp/,,,,,,regional_balance,人口約12万
S0282,442020,大分県,別府市,municipality,C,kyushu_okinawa,https://www.city.beppu.oita.jp/,,,,,,regional_balance,人口約11万
S0283,452025,宮崎県,都城市,municipality,C,kyushu_okinawa,https://www.city.miyakonojo.miyazaki.jp/,,,,,,population_top,人口約16万
S0284,452033,宮崎県,延岡市,municipality,C,kyushu_okinawa,https://www.city.nobeoka.miyazaki.jp/,,,,,,regional_balance,人口約11万
S0285,462187,鹿児島県,霧島市,municipality,C,kyushu_okinawa,https://www.city-kirishima.jp/,,,,,,regional_balance,人口約12万
S0286,472115,沖縄県,沖縄市,municipality,C,kyushu_okinawa,https://www.city.okinawa.okinawa.jp/,,,,,,regional_balance,人口約14万
S0287,472085,沖縄県,浦添市,municipality,C,kyushu_okinawa,https://www.city.urasoe.lg.jp/,,,,,,regional_balance,人口約11万
S0288,472051,沖縄県,宜野湾市,municipality,C,kyushu_okinawa,https://www.city.ginowan.lg.jp/,,,,,,regional_balance,人口約10万
S0289,406040,福岡県,添田町,municipality,D,kyushu_okinawa,https://www.town.soeda.fukuoka.jp/,,,,,,rural_representative,過疎地域
S0290,413879,佐賀県,玄海町,municipality,D,kyushu_okinawa,https://www.town.genkai.saga.jp/,,,,,,rural_representative,過疎地域
S0291,422118,長崎県,五島市,municipality,D,kyushu_okinawa,https://www.city.goto.nagasaki.jp/,,,,,,island_municipality,離島・五島列島
S0292,423831,長崎県,小値賀町,municipality,D,kyushu_okinawa,https://ojika.net/,,,,,,island_municipality,離島
S0293,434248,熊本県,南小国町,municipality,D,kyushu_okinawa,https://www.town.minamioguni.lg.jp/,,,,,,rural_representative,過疎地域
S0294,434841,熊本県,水上村,municipality,D,kyushu_okinawa,https://www.vill.mizukami.lg.jp/,,,,,,rural_representative,過疎地域
S0295,443417,大分県,姫島村,municipality,D,kyushu_okinawa,https://www.himeshima.jp/,,,,,,island_municipality,離島
S0296,454303,宮崎県,椎葉村,municipality,D,kyushu_okinawa,https://www.vill.shiiba.miyazaki.jp/,,,,,,rural_representative,過疎地域・秘境
S0297,454311,宮崎県,西米良村,municipality,D,kyushu_okinawa,https://www.vill.nishimera.lg.jp/,,,,,,rural_representative,過疎地域
S0298,462225,鹿児島県,奄美市,municipality,D,kyushu_okinawa,https://www.city.amami.lg.jp/,,,,,,island_municipality,離島・奄美大島
S0299,463043,鹿児島県,十島村,municipality,D,kyushu_okinawa,https://www.tokara.jp/,,,,,,island_municipality,離島・トカラ列島
S0300,472140,沖縄県,宮古島市,municipality,D,kyushu_okinawa,https://www.city.miyakojima.lg.jp/,,,,,,island_municipality,離島
